step,reward,cumulate reward
0.25,1.0,9.5
0.333,4.0,13.5
0.417,2.5,16.0
0.5,1.5,17.5
0.583,4.0,21.5
0.667,2.5,24.0
0.75,2.5,26.5
0.833,3.0,29.5
0.917,2.5,32.0
1.0,3.0,35.0
1.083,3.0,38.0
1.167,3.5,41.5
1.25,3.0,44.5
1.333,1.5,46.0
1.417,3.5,49.5
1.5,3.0,52.5
1.583,2.5,55.0
1.667,1.5,56.5
1.75,1.5,58.0
1.833,1.0,59.0
1.917,2.0,61.0
2.0,2.0,63.0
2.083,0.5,63.5
2.167,1.5,65.0
2.25,0.5,65.5
2.333,2.0,67.5
2.417,1.5,69.0
2.5,1.0,70.0
2.583,0.5,70.5
2.667,0.5,71.0
2.75,1.0,72.0
2.833,1.5,73.5
2.917,2.0,75.5
3.0,2.0,77.5
3.083,1.5,79.0
3.167,2.5,81.5
3.25,1.5,83.0
3.333,0.5,83.5
3.417,1.0,84.5
3.5,0.5,85.0
3.583,0.0,85.0
3.667,0.0,85.0
3.75,1.0,86.0
3.833,2.0,88.0
3.917,1.5,89.5
4.0,1.5,91.0
4.083,0.5,91.5
4.167,1.5,93.0
4.25,3.0,96.0
4.333,2.5,98.5
4.417,2.5,101.0
4.5,1.0,102.0
4.583,0.0,102.0
4.667,1.5,103.5
4.75,1.0,104.5
4.833,1.5,106.0
4.917,3.0,109.0
5.0,2.0,111.0
5.083,1.5,112.5
5.167,1.5,114.0
5.25,0.0,114.0
5.333,0.5,114.5
5.417,1.0,115.5
5.5,0.5,116.0
5.583,1.5,117.5
5.667,1.0,118.5
5.75,0.5,119.0
5.833,1.5,120.5
5.917,0.5,121.0
6.0,1.0,122.0
6.083,1.5,123.5
6.167,1.0,124.5
6.25,1.0,125.5
6.333,3.0,128.5
6.417,2.0,130.5
6.5,3.0,133.5
6.583,1.5,135.0
6.667,0.5,135.5
6.75,0.5,136.0
6.833,0.5,136.5
6.917,1.5,138.0
7.0,2.5,140.5
7.083,4.0,144.5
7.167,1.5,146.0
7.25,2.5,148.5
7.333,1.0,149.5
7.417,0.5,150.0
7.5,0.5,150.5
7.583,0.5,151.0
7.667,0.0,151.0
7.75,1.0,152.0
7.833,1.5,153.5
7.917,2.5,156.0
8.0,3.0,159.0
8.083,1.0,160.0
8.167,1.0,161.0
8.25,1.0,162.0
8.333,1.5,163.5
8.417,1.5,165.0
8.5,1.0,166.0
8.583,2.0,168.0
8.667,1.0,169.0
8.75,2.5,171.5
8.833,1.5,173.0
8.917,2.0,175.0
9.0,2.5,177.5
9.083,2.5,180.0
9.167,1.5,181.5
9.25,1.0,182.5
9.333,1.0,183.5
9.417,0.5,184.0
9.5,2.0,186.0
9.583,3.5,189.5
9.667,2.0,191.5
9.75,1.0,192.5
9.833,1.0,193.5
9.917,1.0,194.5
10.0,1.0,195.5
10.083,1.0,196.5
10.167,1.0,197.5
10.25,1.0,198.5
10.333,1.0,199.5
10.417,1.0,200.5
10.5,1.0,201.5
10.583,0.0,201.5
10.667,0.0,201.5
10.75,0.5,202.0
10.833,0.5,202.5
10.917,1.0,203.5
11.0,1.5,205.0
11.083,1.0,206.0
11.167,2.5,208.5
11.25,0.5,209.0
11.333,1.5,210.5
11.417,1.0,211.5
11.5,2.5,214.0
11.583,2.0,216.0
11.667,1.5,217.5
11.75,1.0,218.5
11.833,1.5,220.0
11.917,2.0,222.0
12.0,1.0,223.0
12.083,2.0,225.0
12.167,1.0,226.0
12.25,1.0,227.0
12.333,0.5,227.5
12.417,0.5,228.0
12.5,1.5,229.5
12.583,0.5,230.0
12.667,0.0,230.0
12.75,1.0,231.0
12.833,1.0,232.0
12.917,2.5,234.5
