time,A,B,P12,P23,current_lorry
134.483,2656.625,4387.925,2666.575,4417.775,3
134.5,2656.625,4387.925,2666.575,4417.775,3
134.517,2656.625,4387.925,2668.05,4417.775,3
134.533,2656.625,4388.825,2669.55,4417.775,3
134.55,2656.625,4390.325,2671.05,4417.775,3
134.567,2656.625,4391.825,2672.55,4417.775,3
134.583,2656.625,4393.325,2674.05,4417.775,3
134.6,2656.625,4394.825,2675.55,4417.775,3
134.617,2656.625,4396.325,2676.525,4417.775,3
134.633,2656.625,4397.825,2676.525,4417.775,3
134.65,2656.625,4397.875,2676.525,4417.775,3
134.667,2656.625,4397.875,2676.525,4417.775,3
134.683,2656.625,4397.875,2676.525,4417.775,3
134.7,2656.625,4397.875,2676.525,4418.575,3
134.717,2657.75,4397.875,2676.525,4420.075,3
134.733,2659.25,4397.875,2676.525,4421.575,3
134.75,2660.75,4397.875,2676.525,4423.075,3
134.767,2662.25,4397.875,2676.525,4424.575,3
134.783,2663.75,4397.875,2676.525,4426.075,3
134.8,2665.25,4397.875,2676.525,4427.575,3
134.817,2666.575,4397.875,2676.525,4427.725,3
134.833,2666.575,4397.875,2676.525,4427.725,3
134.85,2666.575,4397.875,2676.525,4427.725,3
134.867,2666.575,4397.875,2676.525,4427.725,3
134.883,2666.575,4397.875,2676.775,4427.725,3
134.9,2666.575,4397.875,2678.275,4427.725,3
134.917,2666.575,4399.1,2679.775,4427.725,3
134.933,2666.575,4400.6,2681.275,4427.725,3
134.95,2666.575,4402.1,2682.775,4427.725,3
134.967,2666.575,4403.6,2684.275,4427.725,3
134.983,2666.575,4405.1,2685.775,4427.725,3
135.0,2666.575,4406.6,2686.475,4427.725,3
135.017,2666.575,4407.825,2686.475,4427.725,3
135.033,2666.575,4407.825,2686.475,4427.725,3
135.05,2666.575,4407.825,2686.475,4427.725,3
135.067,2666.575,4407.825,2686.475,4428.85,3
135.083,2666.575,4407.825,2686.475,4430.35,3
135.1,2667.825,4407.825,2686.475,4431.85,3
135.117,2669.325,4407.825,2686.475,4433.35,3
135.133,2670.825,4407.825,2686.475,4434.85,3
135.15,2672.325,4407.825,2686.475,4436.35,3
135.167,2673.825,4407.825,2686.475,4437.675,3
135.183,2675.325,4407.825,2686.475,4437.675,3
135.2,2676.525,4407.825,2686.475,4437.675,3
135.217,2676.525,4407.825,2686.475,4437.675,3
135.233,2676.525,4407.825,2686.475,4437.675,3
135.25,2676.525,4407.825,2686.475,4437.675,3
135.267,2676.525,4409.2,2687.425,4437.675,3
135.283,2676.525,4410.7,2688.925,4437.675,3
135.3,2676.525,4412.2,2690.425,4437.675,3
135.317,2676.525,4413.7,2691.925,4437.675,3
135.333,2676.525,4415.2,2693.425,4437.675,3
