step,reward,cumulate reward
0.25,1.0,9.5
0.333,3.0,12.5
0.417,1.5,14.0
0.5,2.0,16.0
0.583,0.0,16.0
0.667,0.5,16.5
0.75,1.5,18.0
0.833,0.0,18.0
0.917,1.0,19.0
1.0,1.0,20.0
1.083,1.0,21.0
1.167,1.5,22.5
1.25,0.5,23.0
1.333,1.0,24.0
1.417,1.0,25.0
1.5,0.5,25.5
1.583,0.5,26.0
1.667,0.5,26.5
1.75,0.5,27.0
1.833,0.0,27.0
1.917,0.5,27.5
2.0,0.0,27.5
2.083,1.0,28.5
2.167,0.0,28.5
2.25,0.5,29.0
2.333,1.0,30.0
2.417,0.0,30.0
2.5,0.5,30.5
2.583,1.0,31.5
2.667,0.0,31.5
2.75,1.5,33.0
2.833,0.5,33.5
2.917,1.0,34.5
3.0,2.0,36.5
3.083,3.0,39.5
3.167,3.0,42.5
3.25,3.0,45.5
3.333,1.5,47.0
3.417,1.0,48.0
3.5,0.5,48.5
3.583,1.5,50.0
3.667,1.5,51.5
3.75,1.5,53.0
3.833,1.5,54.5
3.917,1.5,56.0
4.0,0.5,56.5
4.083,1.5,58.0
4.167,0.5,58.5
4.25,1.0,59.5
4.333,0.5,60.0
4.417,0.0,60.0
4.5,0.0,60.0
4.583,1.0,61.0
4.667,1.0,62.0
4.75,1.0,63.0
4.833,0.5,63.5
4.917,0.0,63.5
5.0,0.5,64.0
5.083,0.5,64.5
5.167,0.5,65.0
5.25,1.0,66.0
5.333,0.5,66.5
5.417,0.5,67.0
5.5,0.0,67.0
5.583,0.5,67.5
5.667,1.5,69.0
5.75,1.0,70.0
5.833,0.5,70.5
5.917,0.0,70.5
6.0,0.0,70.5
6.083,0.5,71.0
6.167,0.5,71.5
6.25,0.5,72.0
6.333,1.0,73.0
6.417,0.0,73.0
6.5,0.5,73.5
6.583,1.0,74.5
6.667,0.0,74.5
6.75,0.5,75.0
6.833,0.5,75.5
6.917,0.0,75.5
7.0,1.0,76.5
7.083,0.0,76.5
7.167,0.5,77.0
7.25,1.5,78.5
7.333,0.0,78.5
7.417,1.0,79.5
7.5,0.5,80.0
7.583,0.5,80.5
7.667,1.0,81.5
7.75,0.5,82.0
7.833,1.5,83.5
7.917,1.5,85.0
8.0,1.0,86.0
8.083,2.0,88.0
8.167,1.5,89.5
8.25,2.0,91.5
8.333,1.5,93.0
8.417,2.0,95.0
8.5,1.5,96.5
8.583,1.0,97.5
8.667,2.0,99.5
8.75,1.0,100.5
8.833,1.0,101.5
8.917,0.5,102.0
9.0,0.0,102.0
9.083,0.0,102.0
9.167,0.0,102.0
9.25,1.5,103.5
9.333,0.0,103.5
9.417,0.0,103.5
9.5,1.0,104.5
9.583,1.0,105.5
9.667,0.5,106.0
9.75,1.0,107.0
9.833,0.0,107.0
9.917,0.5,107.5
10.0,1.0,108.5
10.083,0.5,109.0
10.167,0.5,109.5
10.25,0.0,109.5
10.333,0.5,110.0
10.417,0.0,110.0
10.5,0.5,110.5
10.583,0.5,111.0
10.667,0.0,111.0
10.75,0.0,111.0
10.833,0.5,111.5
10.917,0.0,111.5
11.0,0.5,112.0
11.083,0.5,112.5
11.167,0.0,112.5
11.25,0.5,113.0
11.333,0.5,113.5
11.417,0.0,113.5
11.5,0.0,113.5
11.583,0.0,113.5
11.667,0.5,114.0
11.75,0.5,114.5
11.833,0.0,114.5
11.917,0.5,115.0
12.0,0.5,115.5
12.083,0.5,116.0
12.167,0.5,116.5
12.25,1.0,117.5
12.333,1.5,119.0
12.417,0.0,119.0
12.5,1.0,120.0
12.583,0.5,120.5
12.667,1.5,122.0
12.75,1.0,123.0
12.833,1.0,124.0
12.917,1.0,125.0
13.0,1.0,126.0
13.083,2.0,128.0
13.167,0.0,128.0
13.25,2.0,130.0
13.333,0.5,130.5
13.417,1.5,132.0
13.5,1.0,133.0
13.583,0.5,133.5
13.667,2.0,135.5
13.75,0.5,136.0
13.833,2.0,138.0
13.917,1.0,139.0
14.0,1.5,140.5
14.083,2.5,143.0
14.167,2.5,145.5
14.25,1.5,147.0
14.333,1.5,148.5
14.417,0.5,149.0
