step,reward,cumulate reward
0.25,2.0,9.5
0.333,3.5,13.0
0.417,2.5,15.5
0.5,1.0,16.5
0.583,4.5,21.0
0.667,2.5,23.5
0.75,3.0,26.5
0.833,3.0,29.5
0.917,2.5,32.0
1.0,3.5,35.5
1.083,2.5,38.0
1.167,2.5,40.5
1.25,4.5,45.0
1.333,3.0,48.0
1.417,1.0,49.0
1.5,3.0,52.0
1.583,5.0,57.0
1.667,1.0,58.0
1.75,1.5,59.5
1.833,3.5,63.0
1.917,3.0,66.0
2.0,3.0,69.0
2.083,2.5,71.5
2.167,3.0,74.5
2.25,2.0,76.5
2.333,3.5,80.0
2.417,4.5,84.5
2.5,2.5,87.0
2.583,2.5,89.5
2.667,2.5,92.0
2.75,1.5,93.5
2.833,2.0,95.5
2.917,4.0,99.5
3.0,2.5,102.0
3.083,3.0,105.0
3.167,2.5,107.5
3.25,2.0,109.5
3.333,3.0,112.5
3.417,2.0,114.5
3.5,2.5,117.0
3.583,2.0,119.0
3.667,3.5,122.5
3.75,1.5,124.0
3.833,3.0,127.0
3.917,4.0,131.0
4.0,2.0,133.0
4.083,3.0,136.0
4.167,2.0,138.0
4.25,2.0,140.0
4.333,2.5,142.5
4.417,2.0,144.5
4.5,2.0,146.5
4.583,4.0,150.5
4.667,4.0,154.5
4.75,1.0,155.5
4.833,3.5,159.0
4.917,1.5,160.5
5.0,3.5,164.0
5.083,2.5,166.5
5.167,4.0,170.5
5.25,1.0,171.5
5.333,3.0,174.5
5.417,4.0,178.5
5.5,1.5,180.0
5.583,2.5,182.5
5.667,3.5,186.0
5.75,2.0,188.0
5.833,3.5,191.5
5.917,4.0,195.5
6.0,1.5,197.0
6.083,3.0,200.0
6.167,3.5,203.5
6.25,1.0,204.5
6.333,3.5,208.0
6.417,2.5,210.5
6.5,3.5,214.0
6.583,3.5,217.5
6.667,1.5,219.0
6.75,3.5,222.5
6.833,1.5,224.0
6.917,3.0,227.0
7.0,2.5,229.5
7.083,2.0,231.5
7.167,3.5,235.0
7.25,3.0,238.0
7.333,4.5,242.5
7.417,2.5,245.0
7.5,2.0,247.0
7.583,3.0,250.0
7.667,0.5,250.5
7.75,0.0,250.5
7.833,1.0,251.5
7.917,0.5,252.0
8.0,0.5,252.5
8.083,0.0,252.5
8.167,1.0,253.5
8.25,2.0,255.5
8.333,2.0,257.5
8.417,2.0,259.5
8.5,3.5,263.0
8.583,2.0,265.0
8.667,1.0,266.0
8.75,4.0,270.0
8.833,3.0,273.0
8.917,3.5,276.5
9.0,1.5,278.0
9.083,2.5,280.5
9.167,3.5,284.0
9.25,2.5,286.5
9.333,2.5,289.0
9.417,2.5,291.5
9.5,1.5,293.0
9.583,3.0,296.0
9.667,2.5,298.5
9.75,2.5,301.0
9.833,2.0,303.0
9.917,3.0,306.0
10.0,2.5,308.5
10.083,2.0,310.5
10.167,2.5,313.0
10.25,3.5,316.5
10.333,2.0,318.5
10.417,1.5,320.0
10.5,2.0,322.0
10.583,3.0,325.0
10.667,1.5,326.5
10.75,3.0,329.5
10.833,4.5,334.0
10.917,3.5,337.5
11.0,0.5,338.0
11.083,2.0,340.0
11.167,1.0,341.0
11.25,4.0,345.0
11.333,2.0,347.0
11.417,2.0,349.0
11.5,3.0,352.0
11.583,2.0,354.0
11.667,2.5,356.5
11.75,2.0,358.5
11.833,2.0,360.5
11.917,3.5,364.0
12.0,4.0,368.0
12.083,1.0,369.0
12.167,3.5,372.5
12.25,3.0,375.5
12.333,2.0,377.5
12.417,3.0,380.5
12.5,1.0,381.5
12.583,1.0,382.5
12.667,1.0,383.5
12.75,1.5,385.0
12.833,0.5,385.5
12.917,2.0,387.5
13.0,1.0,388.5
13.083,1.5,390.0
13.167,1.5,391.5
13.25,1.5,393.0
13.333,1.0,394.0
13.417,0.5,394.5
13.5,2.0,396.5
13.583,0.5,397.0
13.667,1.5,398.5
13.75,1.5,400.0
13.833,1.0,401.0
13.917,2.5,403.5
14.0,2.5,406.0
14.083,1.0,407.0
14.167,1.0,408.0
14.25,1.5,409.5
14.333,1.5,411.0
14.417,0.5,411.5
14.5,0.5,412.0
14.583,1.0,413.0
14.667,0.5,413.5
14.75,1.0,414.5
14.833,0.5,415.0
14.917,0.0,415.0
15.0,0.5,415.5
15.083,0.5,416.0
15.167,0.0,416.0
15.25,0.0,416.0
15.333,0.5,416.5
15.417,0.5,417.0
15.5,0.0,417.0
15.583,1.5,418.5
15.667,1.0,419.5
15.75,1.0,420.5
15.833,0.5,421.0
15.917,1.5,422.5
16.0,1.5,424.0
16.083,1.0,425.0
16.167,1.5,426.5
16.25,2.5,429.0
16.333,2.0,431.0
16.417,2.0,433.0
16.5,3.0,436.0
16.583,2.5,438.5
16.667,2.0,440.5
16.75,2.5,443.0
16.833,1.0,444.0
16.917,1.5,445.5
17.0,1.5,447.0
17.083,1.5,448.5
17.167,1.5,450.0
17.25,0.5,450.5
17.333,0.5,451.0
17.417,0.0,451.0
17.5,1.5,452.5
17.583,1.5,454.0
17.667,0.5,454.5
17.75,2.0,456.5
17.833,1.0,457.5
17.917,0.5,458.0
18.0,0.0,458.0
18.083,0.5,458.5
18.167,1.0,459.5
18.25,0.0,459.5
18.333,0.5,460.0
18.417,0.5,460.5
18.5,0.5,461.0
18.583,0.0,461.0
18.667,0.0,461.0
18.75,0.0,461.0
18.833,0.0,461.0
18.917,0.5,461.5
19.0,1.5,463.0
19.083,0.5,463.5
19.167,0.5,464.0
19.25,0.0,464.0
19.333,0.0,464.0
19.417,3.5,467.5
19.5,2.5,470.0
19.583,4.5,474.5
19.667,2.0,476.5
19.75,2.0,478.5
19.833,0.5,479.0
19.917,2.0,481.0
20.0,2.5,483.5
20.083,0.5,484.0
20.167,2.5,486.5
20.25,2.5,489.0
20.333,1.5,490.5
20.417,0.5,491.0
20.5,0.5,491.5
20.583,2.0,493.5
20.667,2.0,495.5
20.75,1.0,496.5
20.833,0.5,497.0
20.917,1.0,498.0
21.0,0.5,498.5
21.083,2.0,500.5
21.167,1.5,502.0
21.25,1.5,503.5
21.333,0.5,504.0
21.417,1.0,505.0
21.5,1.0,506.0
21.583,2.5,508.5
21.667,1.0,509.5
21.75,1.0,510.5
21.833,1.5,512.0
21.917,2.0,514.0
22.0,1.5,515.5
22.083,2.0,517.5
22.167,1.5,519.0
22.25,0.5,519.5
22.333,2.0,521.5
22.417,2.5,524.0
22.5,1.5,525.5
22.583,1.0,526.5
22.667,2.5,529.0
22.75,1.5,530.5
22.833,1.5,532.0
22.917,0.5,532.5
23.0,3.0,535.5
23.083,1.5,537.0
23.167,1.0,538.0
23.25,1.0,539.0
23.333,1.0,540.0
23.417,1.0,541.0
23.5,1.5,542.5
23.583,1.0,543.5
23.667,0.5,544.0
23.75,1.5,545.5
23.833,1.0,546.5
23.917,1.5,548.0
24.0,0.5,548.5
24.083,1.0,549.5
24.167,1.0,550.5
24.25,1.5,552.0
24.333,0.5,552.5
24.417,0.5,553.0
24.5,0.5,553.5
24.583,0.0,553.5
24.667,0.5,554.0
24.75,0.0,554.0
24.833,0.5,554.5
24.917,0.5,555.0
25.0,1.0,556.0
25.083,1.5,557.5
25.167,1.0,558.5
25.25,0.5,559.0
25.333,1.0,560.0
25.417,1.0,561.0
25.5,1.5,562.5
25.583,2.0,564.5
25.667,0.5,565.0
25.75,0.5,565.5
25.833,1.0,566.5
25.917,2.0,568.5
26.0,1.5,570.0
26.083,1.5,571.5
26.167,0.5,572.0
26.25,0.5,572.5
26.333,1.0,573.5
26.417,2.0,575.5
26.5,1.0,576.5
26.583,0.5,577.0
26.667,2.0,579.0
26.75,3.0,582.0
26.833,0.5,582.5
26.917,1.5,584.0
27.0,0.5,584.5
27.083,1.5,586.0
27.167,1.0,587.0
27.25,1.5,588.5
27.333,1.0,589.5
27.417,0.5,590.0
27.5,0.5,590.5
27.583,0.5,591.0
27.667,1.5,592.5
27.75,0.0,592.5
27.833,0.0,592.5
