step,reward,cumulate reward
0.25,1.0,9.5
0.333,4.0,13.5
0.417,2.5,16.0
0.5,1.5,17.5
0.583,4.0,21.5
0.667,2.5,24.0
0.75,2.5,26.5
0.833,3.0,29.5
0.917,2.5,32.0
1.0,3.0,35.0
1.083,3.0,38.0
1.167,3.5,41.5
1.25,3.0,44.5
1.333,1.5,46.0
1.417,3.5,49.5
1.5,3.5,53.0
1.583,3.5,56.5
1.667,2.0,58.5
1.75,4.0,62.5
1.833,0.5,63.0
1.917,1.5,64.5
2.0,4.0,68.5
2.083,3.5,72.0
2.167,2.0,74.0
2.25,2.0,76.0
2.333,2.0,78.0
2.417,3.0,81.0
2.5,3.0,84.0
2.583,2.0,86.0
2.667,1.5,87.5
2.75,3.0,90.5
2.833,3.5,94.0
2.917,1.5,95.5
3.0,1.5,97.0
3.083,1.5,98.5
3.167,2.5,101.0
3.25,5.0,106.0
3.333,3.0,109.0
3.417,1.0,110.0
3.5,4.0,114.0
3.583,4.0,118.0
3.667,2.0,120.0
3.75,1.5,121.5
3.833,4.5,126.0
3.917,3.5,129.5
4.0,2.0,131.5
4.083,1.0,132.5
4.167,3.0,135.5
4.25,4.0,139.5
4.333,2.0,141.5
4.417,2.5,144.0
4.5,3.0,147.0
4.583,1.0,148.0
4.667,3.0,151.0
4.75,3.5,154.5
4.833,2.5,157.0
4.917,1.0,158.0
5.0,3.5,161.5
5.083,3.5,165.0
5.167,1.5,166.5
5.25,1.5,168.0
5.333,3.5,171.5
5.417,3.0,174.5
5.5,2.5,177.0
5.583,2.5,179.5
5.667,2.5,182.0
5.75,3.0,185.0
5.833,3.0,188.0
5.917,1.5,189.5
6.0,3.5,193.0
6.083,2.5,195.5
6.167,1.5,197.0
6.25,2.5,199.5
6.333,1.5,201.0
6.417,3.0,204.0
6.5,2.5,206.5
6.583,3.0,209.5
6.667,1.5,211.0
6.75,2.5,213.5
6.833,2.5,216.0
6.917,2.0,218.0
7.0,1.5,219.5
7.083,2.5,222.0
7.167,2.5,224.5
7.25,1.0,225.5
7.333,3.0,228.5
7.417,2.0,230.5
7.5,0.5,231.0
7.583,4.0,235.0
7.667,2.5,237.5
7.75,1.0,238.5
7.833,1.5,240.0
7.917,2.5,242.5
8.0,2.0,244.5
8.083,4.0,248.5
8.167,1.5,250.0
8.25,1.5,251.5
8.333,2.5,254.0
8.417,3.5,257.5
8.5,3.0,260.5
8.583,1.0,261.5
8.667,2.0,263.5
8.75,3.0,266.5
8.833,1.0,267.5
8.917,3.0,270.5
9.0,2.5,273.0
9.083,2.5,275.5
9.167,3.0,278.5
9.25,0.5,279.0
9.333,2.0,281.0
9.417,2.0,283.0
9.5,2.0,285.0
9.583,2.5,287.5
9.667,2.0,289.5
9.75,3.5,293.0
9.833,1.5,294.5
9.917,2.0,296.5
10.0,1.0,297.5
10.083,2.0,299.5
10.167,2.0,301.5
10.25,1.0,302.5
10.333,2.5,305.0
10.417,2.5,307.5
10.5,3.0,310.5
10.583,2.0,312.5
10.667,2.5,315.0
10.75,2.0,317.0
10.833,3.5,320.5
10.917,2.5,323.0
11.0,1.5,324.5
11.083,2.5,327.0
11.167,3.5,330.5
11.25,2.5,333.0
11.333,1.5,334.5
11.417,1.5,336.0
11.5,3.5,339.5
11.583,3.0,342.5
11.667,1.0,343.5
11.75,3.0,346.5
11.833,3.0,349.5
11.917,3.5,353.0
12.0,3.0,356.0
12.083,2.0,358.0
12.167,4.0,362.0
12.25,3.0,365.0
12.333,1.5,366.5
12.417,2.5,369.0
12.5,2.5,371.5
12.583,1.0,372.5
12.667,0.5,373.0
12.75,0.5,373.5
12.833,1.0,374.5
12.917,0.5,375.0
