time,A,B,P12,P23,current_lorry
0.0,0.0,0.0,0.0,0.0,4
0.017,0.0,0.0,0.0,0.0,4
0.033,0.0,0.0,0.0,0.0,4
0.05,0.0,0.0,0.0,0.0,4
0.067,0.0,0.0,0.0,0.0,4
0.083,0.0,0.0,0.0,0.0,4
0.1,0.0,0.0,0.0,0.0,4
0.117,0.0,0.0,0.0,0.0,4
0.133,0.0,0.0,0.0,0.0,4
0.15,0.0,0.0,0.725,0.0,4
0.167,0.0,0.0,1.95,0.0,4
0.183,0.0,0.0,1.95,0.0,4
0.2,0.0,0.0,1.95,0.0,4
0.217,0.0,0.0,1.95,0.0,4
0.233,0.0,0.0,1.95,0.225,4
0.25,0.0,0.0,1.95,1.725,4
0.267,0.0,0.0,1.95,3.225,4
0.283,0.0,0.0,1.95,4.725,4
0.3,0.0,0.0,1.95,5.85,4
0.317,0.0,0.0,1.95,5.85,4
0.333,0.0,0.0,3.4,5.85,4
0.35,0.0,0.0,3.9,5.85,4
0.367,0.0,1.125,3.9,5.85,4
0.383,0.0,1.95,3.9,5.85,4
0.4,0.0,1.95,3.9,5.85,4
0.417,0.0,1.95,3.9,5.85,4
0.433,0.0,1.95,3.9,5.85,4
0.45,0.425,1.95,4.975,5.85,4
0.467,1.925,1.95,5.85,5.85,4
0.483,1.95,1.95,5.85,5.85,4
0.5,1.95,1.95,5.85,6.9,4
0.517,1.95,1.95,5.85,7.8,4
0.533,1.95,1.95,5.85,7.8,4
0.55,1.95,1.95,5.85,7.975,4
0.567,1.95,2.5,5.85,9.475,4
0.583,1.95,3.9,5.85,9.75,4
0.6,1.95,3.9,5.85,9.75,4
0.617,1.95,5.35,6.875,9.75,4
0.633,1.95,5.85,7.8,9.75,4
0.65,1.95,5.85,7.8,9.75,4
0.667,1.95,6.35,7.8,9.75,4
0.683,1.95,7.8,7.8,9.75,4
0.7,1.95,7.8,7.8,9.75,4
0.717,1.95,7.8,7.8,9.75,4
0.733,3.05,7.8,7.8,9.75,4
0.75,3.9,7.8,7.8,9.75,4
0.767,3.9,7.8,7.8,9.75,4
0.783,3.9,7.8,7.8,9.75,4
0.8,3.9,7.8,7.8,9.75,4
0.817,4.475,7.8,7.8,9.75,4
0.833,5.85,7.8,7.8,9.75,4
0.85,5.85,7.8,7.8,10.9,4
0.867,5.85,7.8,7.8,11.7,4
0.883,5.85,7.8,7.8,11.7,4
0.9,5.85,7.8,7.8,11.7,4
0.917,5.85,7.8,7.8,11.7,4
0.933,5.85,7.8,8.95,11.7,4
0.95,5.85,7.85,10.45,11.7,4
0.967,5.85,9.35,11.7,11.7,4
0.983,5.85,9.75,11.7,11.7,4
1.0,5.85,9.75,11.7,11.7,4
1.017,5.85,9.75,11.7,11.7,4
1.033,5.85,9.75,11.7,11.7,4
1.05,7.35,9.75,11.7,13.0,4
1.067,7.925,9.75,11.7,13.65,4
1.083,9.425,9.75,11.7,13.65,4
1.1,9.75,9.75,11.7,13.65,4
1.117,9.75,9.75,11.7,13.65,4
1.133,9.75,9.75,11.7,13.65,4
1.15,9.75,10.725,11.7,13.65,4
1.167,9.75,11.7,11.7,13.65,4
1.183,9.75,11.7,11.7,13.65,4
1.2,9.75,11.7,11.7,13.65,4
1.217,9.75,11.7,11.7,13.65,4
1.233,9.75,11.7,13.125,13.65,4
1.25,9.75,11.7,13.65,14.025,4
