step,reward,cumulate reward
0.25,1.0,10.0
0.333,4.0,14.0
0.417,1.5,15.5
0.5,1.5,17.0
0.583,4.0,21.0
0.667,2.0,23.0
0.75,2.0,25.0
0.833,2.0,27.0
0.917,2.5,29.5
1.0,2.0,31.5
1.083,3.5,35.0
1.167,3.0,38.0
1.25,2.0,40.0
1.333,3.5,43.5
1.417,2.5,46.0
1.5,2.5,48.5
1.583,3.5,52.0
1.667,1.0,53.0
1.75,3.5,56.5
1.833,2.5,59.0
1.917,1.0,60.0
2.0,3.0,63.0
2.083,3.5,66.5
2.167,2.0,68.5
2.25,2.0,70.5
2.333,4.0,74.5
2.417,1.0,75.5
2.5,1.5,77.0
2.583,4.0,81.0
2.667,2.0,83.0
2.75,4.0,87.0
2.833,3.0,90.0
2.917,2.0,92.0
3.0,1.5,93.5
3.083,3.5,97.0
3.167,3.0,100.0
3.25,3.5,103.5
3.333,2.0,105.5
3.417,2.5,108.0
3.5,3.0,111.0
3.583,1.5,112.5
3.667,3.5,116.0
3.75,5.0,121.0
3.833,0.5,121.5
3.917,2.0,123.5
4.0,1.5,125.0
4.083,4.0,129.0
4.167,3.5,132.5
4.25,2.5,135.0
4.333,1.5,136.5
4.417,3.0,139.5
4.5,2.0,141.5
4.583,2.5,144.0
4.667,3.5,147.5
4.75,1.0,148.5
4.833,2.5,151.0
4.917,3.5,154.5
5.0,3.0,157.5
5.083,2.5,160.0
5.167,2.5,162.5
5.25,3.0,165.5
5.333,2.5,168.0
5.417,2.0,170.0
5.5,3.0,173.0
5.583,2.0,175.0
5.667,3.0,178.0
5.75,3.0,181.0
5.833,2.5,183.5
5.917,2.0,185.5
6.0,2.0,187.5
6.083,2.0,189.5
6.167,2.5,192.0
6.25,2.5,194.5
6.333,2.5,197.0
6.417,1.5,198.5
6.5,4.0,202.5
6.583,1.0,203.5
6.667,1.0,204.5
6.75,3.5,208.0
6.833,1.0,209.0
6.917,2.5,211.5
7.0,1.0,212.5
7.083,5.0,217.5
7.167,3.0,220.5
7.25,0.5,221.0
7.333,2.0,223.0
7.417,4.5,227.5
7.5,2.5,230.0
7.583,1.0,231.0
7.667,1.5,232.5
7.75,3.0,235.5
7.833,2.5,238.0
7.917,1.0,239.0
8.0,2.5,241.5
8.083,2.5,244.0
8.167,3.0,247.0
8.25,3.0,250.0
8.333,3.0,253.0
8.417,1.0,254.0
8.5,1.5,255.5
8.583,2.0,257.5
8.667,2.0,259.5
8.75,1.5,261.0
8.833,2.5,263.5
8.917,3.0,266.5
9.0,3.0,269.5
9.083,2.5,272.0
9.167,1.5,273.5
9.25,3.5,277.0
9.333,0.5,277.5
9.417,3.0,280.5
9.5,3.0,283.5
9.583,2.0,285.5
9.667,1.5,287.0
9.75,1.5,288.5
9.833,2.0,290.5
9.917,2.5,293.0
10.0,4.0,297.0
10.083,1.5,298.5
10.167,2.5,301.0
10.25,2.0,303.0
10.333,3.5,306.5
10.417,1.0,307.5
10.5,1.5,309.0
10.583,4.0,313.0
10.667,3.5,316.5
10.75,1.0,317.5
10.833,1.5,319.0
10.917,2.5,321.5
11.0,3.5,325.0
11.083,2.5,327.5
11.167,1.5,329.0
11.25,2.5,331.5
11.333,2.5,334.0
11.417,4.0,338.0
11.5,2.5,340.5
11.583,1.5,342.0
11.667,2.0,344.0
11.75,3.5,347.5
11.833,4.0,351.5
11.917,2.5,354.0
12.0,2.5,356.5
12.083,1.0,357.5
12.167,2.5,360.0
12.25,2.5,362.5
12.333,2.5,365.0
12.417,4.0,369.0
12.5,1.0,370.0
12.583,2.5,372.5
12.667,4.0,376.5
12.75,2.5,379.0
12.833,2.0,381.0
12.917,1.5,382.5
13.0,2.5,385.0
13.083,3.0,388.0
13.167,2.0,390.0
13.25,2.0,392.0
13.333,2.5,394.5
13.417,1.5,396.0
13.5,3.0,399.0
13.583,2.5,401.5
13.667,2.0,403.5
13.75,1.5,405.0
13.833,1.0,406.0
13.917,0.0,406.0
14.0,1.0,407.0
14.083,0.5,407.5
14.167,1.5,409.0
14.25,0.5,409.5
14.333,1.0,410.5
14.417,0.5,411.0
14.5,0.0,411.0
14.583,0.5,411.5
14.667,0.5,412.0
14.75,1.5,413.5
14.833,1.5,415.0
14.917,1.5,416.5
15.0,1.5,418.0
15.083,0.0,418.0
15.167,0.5,418.5
15.25,1.5,420.0
15.333,1.0,421.0
15.417,0.5,421.5
15.5,0.5,422.0
15.583,0.0,422.0
15.667,0.5,422.5
15.75,0.5,423.0
15.833,0.5,423.5
15.917,0.5,424.0
16.0,0.5,424.5
16.083,0.5,425.0
16.167,1.5,426.5
16.25,0.0,426.5
16.333,0.5,427.0
16.417,0.0,427.0
16.5,0.5,427.5
16.583,0.5,428.0
16.667,0.0,428.0
16.75,1.0,429.0
16.833,0.5,429.5
16.917,0.5,430.0
17.0,1.5,431.5
17.083,0.5,432.0
17.167,1.0,433.0
17.25,0.0,433.0
17.333,0.0,433.0
17.417,0.5,433.5
17.5,0.5,434.0
17.583,0.5,434.5
17.667,0.5,435.0
17.75,0.0,435.0
17.833,1.5,436.5
17.917,0.0,436.5
18.0,1.0,437.5
18.083,1.0,438.5
18.167,0.5,439.0
18.25,0.0,439.0
18.333,0.0,439.0
18.417,0.5,439.5
18.5,0.5,440.0
18.583,0.0,440.0
18.667,0.0,440.0
18.75,0.0,440.0
18.833,0.5,440.5
18.917,1.0,441.5
19.0,0.0,441.5
19.083,0.5,442.0
19.167,1.0,443.0
19.25,0.5,443.5
19.333,1.0,444.5
19.417,1.0,445.5
19.5,0.0,445.5
19.583,1.5,447.0
19.667,0.5,447.5
19.75,0.5,448.0
19.833,1.0,449.0
19.917,0.5,449.5
20.0,1.5,451.0
20.083,1.0,452.0
20.167,0.0,452.0
20.25,1.0,453.0
20.333,1.0,454.0
20.417,0.5,454.5
20.5,0.5,455.0
20.583,0.5,455.5
20.667,0.0,455.5
20.75,0.0,455.5
20.833,0.0,455.5
20.917,0.0,455.5
21.0,0.0,455.5
21.083,0.5,456.0
21.167,0.5,456.5
21.25,0.5,457.0
21.333,0.0,457.0
21.417,0.0,457.0
21.5,1.0,458.0
21.583,0.0,458.0
21.667,0.5,458.5
21.75,1.5,460.0
21.833,0.0,460.0
21.917,0.5,460.5
22.0,1.0,461.5
22.083,1.5,463.0
22.167,0.0,463.0
22.25,0.5,463.5
22.333,0.5,464.0
22.417,0.0,464.0
22.5,0.0,464.0
22.583,0.0,464.0
22.667,0.0,464.0
22.75,0.0,464.0
22.833,0.0,464.0
22.917,0.0,464.0
23.0,0.0,464.0
23.083,0.0,464.0
23.167,0.0,464.0
23.25,0.5,464.5
23.333,0.5,465.0
23.417,0.0,465.0
23.5,0.5,465.5
23.583,0.5,466.0
23.667,0.0,466.0
23.75,1.0,467.0
23.833,0.0,467.0
23.917,0.5,467.5
24.0,0.0,467.5
24.083,0.5,468.0
24.167,0.0,468.0
24.25,0.0,468.0
24.333,0.5,468.5
24.417,0.5,469.0
24.5,0.0,469.0
24.583,0.5,469.5
24.667,1.0,470.5
24.75,0.5,471.0
24.833,0.0,471.0
24.917,0.5,471.5
25.0,0.0,471.5
25.083,1.0,472.5
25.167,1.0,473.5
25.25,0.5,474.0
25.333,0.0,474.0
25.417,0.0,474.0
25.5,0.0,474.0
25.583,0.5,474.5
25.667,1.5,476.0
25.75,0.5,476.5
25.833,1.5,478.0
25.917,1.0,479.0
26.0,0.5,479.5
26.083,1.0,480.5
26.167,0.5,481.0
26.25,0.5,481.5
26.333,0.0,481.5
26.417,0.0,481.5
26.5,0.0,481.5
26.583,0.0,481.5
26.667,0.0,481.5
26.75,0.0,481.5
26.833,0.0,481.5
26.917,0.0,481.5
27.0,0.5,482.0
27.083,0.5,482.5
27.167,0.5,483.0
27.25,0.5,483.5
27.333,1.0,484.5
27.417,1.0,485.5
27.5,0.5,486.0
27.583,1.0,487.0
27.667,0.0,487.0
27.75,0.0,487.0
27.833,0.0,487.0
27.917,0.0,487.0
28.0,0.5,487.5
28.083,0.5,488.0
28.167,1.0,489.0
28.25,1.0,490.0
28.333,1.0,491.0
28.417,0.5,491.5
28.5,0.0,491.5
28.583,0.5,492.0
28.667,0.5,492.5
28.75,0.0,492.5
28.833,0.0,492.5
28.917,0.0,492.5
29.0,0.0,492.5
29.083,0.5,493.0
29.167,1.0,494.0
29.25,0.5,494.5
29.333,0.5,495.0
29.417,1.0,496.0
29.5,0.5,496.5
29.583,0.0,496.5
29.667,0.0,496.5
29.75,0.0,496.5
29.833,0.0,496.5
29.917,0.0,496.5
30.0,0.0,496.5
30.083,0.0,496.5
30.167,0.0,496.5
30.25,0.0,496.5
30.333,0.0,496.5
30.417,0.0,496.5
30.5,0.0,496.5
30.583,0.0,496.5
30.667,0.5,497.0
30.75,0.5,497.5
30.833,0.0,497.5
30.917,0.0,497.5
31.0,0.5,498.0
31.083,0.0,498.0
31.167,0.5,498.5
31.25,0.0,498.5
31.333,0.0,498.5
31.417,0.0,498.5
31.5,0.0,498.5
31.583,0.0,498.5
31.667,0.0,498.5
31.75,0.0,498.5
31.833,0.0,498.5
31.917,0.0,498.5
32.0,0.0,498.5
32.083,0.0,498.5
32.167,0.0,498.5
32.25,0.5,499.0
32.333,0.5,499.5
32.417,0.0,499.5
32.5,0.0,499.5
32.583,0.0,499.5
32.667,0.5,500.0
