step,reward,cumulate reward
0.25,1.0,9.5
0.333,4.0,13.5
0.417,2.5,16.0
0.5,1.5,17.5
0.583,3.5,21.0
0.667,2.0,23.0
0.75,2.0,25.0
0.833,3.5,28.5
0.917,3.5,32.0
1.0,1.5,33.5
1.083,4.0,37.5
1.167,3.0,40.5
1.25,1.5,42.0
1.333,4.0,46.0
1.417,2.0,48.0
1.5,2.0,50.0
1.583,2.5,52.5
1.667,4.5,57.0
1.75,3.0,60.0
1.833,4.0,64.0
1.917,3.0,67.0
2.0,2.5,69.5
2.083,3.0,72.5
2.167,3.0,75.5
2.25,2.0,77.5
2.333,3.0,80.5
2.417,3.0,83.5
2.5,2.5,86.0
2.583,2.5,88.5
2.667,2.5,91.0
2.75,3.0,94.0
2.833,3.5,97.5
2.917,1.5,99.0
3.0,3.5,102.5
3.083,3.5,106.0
3.167,3.0,109.0
3.25,1.5,110.5
3.333,3.5,114.0
3.417,1.5,115.5
3.5,4.0,119.5
3.583,1.5,121.0
3.667,3.0,124.0
3.75,2.5,126.5
3.833,3.0,129.5
3.917,2.0,131.5
4.0,2.5,134.0
4.083,3.5,137.5
4.167,2.5,140.0
4.25,2.0,142.0
4.333,3.0,145.0
4.417,2.0,147.0
4.5,2.0,149.0
4.583,2.0,151.0
4.667,2.5,153.5
4.75,1.5,155.0
4.833,2.5,157.5
4.917,3.0,160.5
5.0,1.0,161.5
5.083,2.0,163.5
5.167,2.5,166.0
5.25,2.5,168.5
5.333,1.5,170.0
5.417,2.5,172.5
5.5,2.0,174.5
5.583,3.0,177.5
5.667,2.0,179.5
5.75,1.5,181.0
5.833,2.5,183.5
5.917,1.5,185.0
6.0,2.0,187.0
6.083,3.5,190.5
6.167,3.0,193.5
6.25,1.5,195.0
6.333,2.5,197.5
6.417,2.0,199.5
6.5,3.5,203.0
6.583,3.0,206.0
6.667,2.0,208.0
6.75,2.0,210.0
6.833,3.5,213.5
6.917,3.0,216.5
7.0,2.5,219.0
7.083,2.0,221.0
7.167,3.5,224.5
7.25,4.0,228.5
7.333,1.5,230.0
7.417,2.5,232.5
7.5,3.0,235.5
7.583,3.0,238.5
7.667,2.5,241.0
7.75,3.0,244.0
7.833,2.0,246.0
7.917,2.0,248.0
8.0,4.0,252.0
8.083,1.5,253.5
8.167,1.5,255.0
8.25,3.0,258.0
8.333,3.0,261.0
8.417,2.5,263.5
8.5,2.0,265.5
8.583,2.0,267.5
8.667,3.5,271.0
8.75,1.5,272.5
8.833,2.0,274.5
8.917,3.0,277.5
9.0,2.0,279.5
9.083,3.0,282.5
9.167,3.0,285.5
9.25,3.0,288.5
9.333,1.5,290.0
9.417,2.5,292.5
9.5,3.0,295.5
9.583,2.0,297.5
9.667,2.5,300.0
9.75,1.0,301.0
9.833,2.5,303.5
9.917,3.5,307.0
10.0,1.5,308.5
10.083,3.5,312.0
10.167,2.0,314.0
10.25,3.5,317.5
10.333,1.0,318.5
10.417,2.0,320.5
10.5,3.5,324.0
10.583,3.0,327.0
10.667,3.0,330.0
10.75,2.0,332.0
10.833,2.0,334.0
10.917,3.5,337.5
11.0,1.0,338.5
11.083,3.5,342.0
11.167,4.0,346.0
11.25,2.5,348.5
11.333,1.0,349.5
11.417,3.0,352.5
11.5,3.5,356.0
11.583,2.5,358.5
11.667,1.0,359.5
11.75,2.5,362.0
11.833,2.5,364.5
11.917,2.0,366.5
12.0,3.0,369.5
12.083,2.0,371.5
12.167,3.0,374.5
12.25,1.5,376.0
12.333,3.0,379.0
12.417,2.5,381.5
12.5,2.5,384.0
12.583,1.5,385.5
12.667,3.0,388.5
12.75,2.0,390.5
12.833,2.5,393.0
12.917,3.0,396.0
