time,A,B,P12,P23,current_lorry
0.25,0.0,0.0,2.5,0.0,11
0.333,0.0,0.0,2.5,2.5,11
0.417,0.0,2.5,5.0,2.5,11
0.5,0.0,2.5,5.0,2.5,11
0.583,0.0,2.5,5.0,5.0,11
0.667,0.0,2.5,5.0,5.0,11
0.75,0.0,2.5,7.5,5.0,11
0.833,2.5,5.0,7.5,7.5,11
0.917,2.5,7.5,7.5,7.5,11
1.0,2.5,7.5,7.5,7.5,11
1.083,5.0,7.5,10.0,7.5,11
1.167,5.0,7.5,10.0,7.5,11
1.25,7.5,7.5,10.0,7.5,11
1.333,7.5,7.5,12.5,10.0,11
1.417,7.5,7.5,12.5,10.0,11
1.5,10.0,10.0,12.5,10.0,11
1.583,10.0,10.0,12.5,10.0,11
1.667,10.0,10.0,15.0,10.0,11
1.75,12.5,10.0,15.0,12.5,11
1.833,12.5,12.5,15.0,12.5,11
1.917,12.5,12.5,17.5,12.5,11
2.0,12.5,12.5,17.5,15.0,11
2.083,12.5,12.5,17.5,15.0,11
2.167,12.5,15.0,20.0,17.5,11
2.25,15.0,15.0,20.0,17.5,11
2.333,15.0,17.5,20.0,17.5,11
2.417,15.0,17.5,22.5,17.5,11
2.5,17.5,17.5,22.5,17.5,11
2.583,17.5,17.5,22.5,20.0,11
2.667,17.5,20.0,22.5,20.0,11
2.75,17.5,20.0,25.0,22.5,11
2.833,17.5,22.5,25.0,22.5,11
2.917,17.5,22.5,25.0,22.5,11
3.0,17.5,22.5,25.0,25.0,11
3.083,17.5,25.0,27.5,25.0,11
3.167,17.5,25.0,27.5,27.5,11
3.25,20.0,27.5,27.5,27.5,11
3.333,20.0,27.5,30.0,27.5,11
3.417,22.5,27.5,30.0,27.5,11
3.5,22.5,30.0,30.0,27.5,11
3.583,22.5,30.0,32.5,27.5,11
3.667,22.5,30.0,32.5,30.0,11
3.75,22.5,30.0,32.5,30.0,11
3.833,25.0,32.5,35.0,30.0,11
3.917,25.0,32.5,35.0,32.5,11
4.0,25.0,32.5,35.0,32.5,11
4.083,25.0,32.5,37.5,32.5,11
4.167,25.0,35.0,37.5,35.0,11
4.25,25.0,35.0,37.5,35.0,11
4.333,25.0,37.5,40.0,37.5,11
4.417,25.0,37.5,40.0,37.5,11
4.5,25.0,40.0,40.0,37.5,11
4.583,25.0,40.0,42.5,40.0,11
4.667,27.5,40.0,42.5,40.0,11
4.75,27.5,42.5,42.5,42.5,11
4.833,27.5,42.5,45.0,42.5,11
4.917,27.5,42.5,45.0,42.5,11
5.0,27.5,45.0,45.0,45.0,11
5.083,27.5,47.5,45.0,45.0,11
5.167,27.5,47.5,45.0,47.5,11
5.25,27.5,47.5,47.5,47.5,11
5.333,27.5,50.0,47.5,50.0,11
5.417,27.5,52.5,47.5,50.0,11
5.5,27.5,52.5,47.5,50.0,11
5.583,27.5,52.5,50.0,50.0,11
5.667,27.5,52.5,50.0,52.5,11
5.75,30.0,55.0,50.0,52.5,11
5.833,30.0,55.0,52.5,52.5,11
5.917,32.5,57.5,52.5,52.5,11
6.0,32.5,57.5,52.5,52.5,11
6.083,32.5,57.5,55.0,52.5,11
